Video ID,Title,Date Posted,Time Posted,Duration,Duration (seconds),Views,Likes,Comments,Like Rate (%),Comment Rate (%),Collaborators,Content Type,Video Type,Was Livestream,Thumbnail URL,Country
IHtEFPz4y50,THIS BUILD IS BECOMING TO TOXIC! 2K NEEDS TO PATCH THIS BUILD IN NBA 2K21 ASAP!,9/25/2020,0:18:58,4:52,292,6716,155,72,2.31,1.07,,Gaming,Regular Video,False,https://i.ytimg.com/vi/IHtEFPz4y50/hqdefault.jpg,Not Applicable
uWjD7GNK9Is,THE BEST OLD HEAD POSTSCORER IN NBA 2K21! ANYBODY CAN WIN A POSTSCORER MATCH IN NBA 2K21!,9/23/2020,23:55:54,5:19,319,5473,156,32,2.85,0.58,,Gaming,Regular Video,False,https://i.ytimg.com/vi/uWjD7GNK9Is/hqdefault.jpg,Not Applicable
IW-UdlYl4RA,SLASHERS ARE TOO OP THIS YEAR! 2K SECRETLY PATCHED POST HOOKS IN NBA 2K21!,9/23/2020,2:00:10,5:13,313,4202,132,52,3.14,1.24,,Gaming,Regular Video,False,https://i.ytimg.com/vi/IW-UdlYl4RA/hqdefault.jpg,Not Applicable
4pJdD8zRhfE,🔴#1 POST SCORER IN THE WORLD IN NBA2K21  COMP STAGE! NEW POST SCORER BUILD! NBA 2K21 lIVE STREAM🔴,9/22/2020,13:00:59,1:25:33,5133,17784,430,32,2.42,0.18,,Gaming,Stream,True,https://i.ytimg.com/vi/4pJdD8zRhfE/hqdefault.jpg,Not Applicable
2szHEyw_2cA,THIS POSTSCORER BUILD IS UNSTOPPABLE ON THE 1s COURT! 99 POST HOOK IS UNGUARDABLE IN NBA2K21!,9/22/2020,2:15:23,12:05,725,11162,234,77,2.1,0.69,,Gaming,Regular Video,False,https://i.ytimg.com/vi/2szHEyw_2cA/hqdefault.jpg,Not Applicable
_KhckdbO-wM,🔴#1 POST SCORER IN THE WORLD IN NBA2K21  COMP STAGE! NEW POST SCORER BUILD! NBA 2K21 lIVE STREAM🔴,9/21/2020,13:30:03,1:32:53,5573,9861,358,25,3.63,0.25,,Gaming,Stream,True,https://i.ytimg.com/vi/_KhckdbO-wM/hqdefault.jpg,Not Applicable
I91zwjEtIBY,COMP STAGE GAMEPLAY ON 1v1 COURT! BEST POSTSCORER IN NBA 2K21!,9/21/2020,2:30:23,6:46,406,5717,117,42,2.05,0.73,,Gaming,Regular Video,False,https://i.ytimg.com/vi/I91zwjEtIBY/hqdefault.jpg,Not Applicable
j7Y8xhsKjX8,🔵WINNING RUSH 1v1 LIVE🔵BEST POSTSCORER WINNING THE EVENT IN NBA 2K21🔵,9/20/2020,12:57:10,1:33:07,5587,13367,402,22,3.01,0.16,,Gaming,Stream,True,https://i.ytimg.com/vi/j7Y8xhsKjX8/hqdefault.jpg,Not Applicable
HRFmTJtiMto,POST HOOKS ARE USELESS! NEW META FOR POSTSCORERS IN NBA 2K21!,9/20/2020,2:35:26,1:45,105,4794,110,21,2.29,0.44,,Gaming,Regular Video,False,https://i.ytimg.com/vi/HRFmTJtiMto/hqdefault.jpg,Not Applicable
uxaBAXqafdE,THE REASON WHY I DONT PLAY GUARD! GUARD IS TO EASY AND ANYBODY CAN PLAYB IT IN NBA2K21!,9/20/2020,2:00:30,4:01,241,4271,102,28,2.39,0.66,,Gaming,Regular Video,False,https://i.ytimg.com/vi/uxaBAXqafdE/hqdefault.jpg,Not Applicable
wknn6JaZU2M,TROLLING ZOOM CLASSES PUT CODE I. CHAT😭,9/19/2020,6:24:25,1:01:58,3718,7009,215,22,3.07,0.31,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/wknn6JaZU2M/hqdefault.jpg,Not Applicable
Gp6lruDJQZc,THE BEST POST HOOK TO USE IN COMP STAGE 1v1! COMP POSTSCORER MATCH IN NBA 2K21! POST HOOK 2 VS 3!,9/18/2020,21:05:02,8:40,520,4198,98,32,2.33,0.76,,Gaming,Regular Video,False,https://i.ytimg.com/vi/Gp6lruDJQZc/hqdefault.jpg,Not Applicable
AKuMfKyYFLo,TROLLING ZOOM CLASSES,9/18/2020,7:18:40,1:43:27,6207,9506,393,29,4.13,0.31,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/AKuMfKyYFLo/hqdefault.jpg,Not Applicable
FwnRVCqXbjo,THE BEST DROPSTEP POSTSCORER VS THE BEST POST HOOKING POSTSCORER! COMPSTAGE 1v1 GAMEPLAY IN NBA2K21!,9/18/2020,1:00:31,8:02,482,12294,282,80,2.29,0.65,,Gaming,Regular Video,False,https://i.ytimg.com/vi/FwnRVCqXbjo/hqdefault.jpg,Not Applicable
KzMhRHGSpP8,🔴PATCH 2 IS OUT?🔴 POSTSCORERS ARE NERFED🔴 NBA 2k21 LIVE STREAM NEW UPDATE🔴,9/17/2020,13:09:21,59:15:00,3555,6433,246,13,3.82,0.2,,Gaming,Stream,True,https://i.ytimg.com/vi/KzMhRHGSpP8/hqdefault.jpg,Not Applicable
T4N7cCfvGTY,IS THIS SKILL OR JUST BAD DEFENSE? BEST POSTSCORER GETS BLOW BY THE  WHOLE GAME IN NBA 2K21!,9/17/2020,1:40:22,2:39,159,5460,130,43,2.38,0.79,,Gaming,Regular Video,False,https://i.ytimg.com/vi/T4N7cCfvGTY/hqdefault.jpg,Not Applicable
vkTUlZN9MtE,🔴PATCH 2 IS OUT?🔴 POSTSCORERS ARE NERFED🔴 NBA 2k21 LIVE STREAM NEW UPDATE🔴,9/16/2020,13:00:32,47:37:00,2857,5900,244,28,4.14,0.47,,Gaming,Stream,True,https://i.ytimg.com/vi/vkTUlZN9MtE/hqdefault.jpg,Not Applicable
7wZwBSPmvck,TOP COMP POSTSCORERS IN COMPSTAGE GO HEAD TO HEAD! COMPSTAGE 1v1 GAME PLAY ON NBA2K21!,9/16/2020,2:00:37,8:05,485,4536,106,41,2.34,0.9,,Gaming,Regular Video,False,https://i.ytimg.com/vi/7wZwBSPmvck/hqdefault.jpg,Not Applicable
X7XxvsVTK9g,🔴PATCH 2 IS OUT?🔴 POSTSCORERS ARE NERFED🔴 NBA 2k21 LIVE STREAM NEW UPDATE🔴,9/15/2020,13:48:38,1:40:31,6031,9154,379,15,4.14,0.16,,Gaming,Stream,True,https://i.ytimg.com/vi/X7XxvsVTK9g/hqdefault.jpg,Not Applicable
WW90jwm_Wqw,NO MORE SHOT STICK AIMING POST HOOKS IN THE NEW PATCH 1.02 ! HOW TO POST HOOK MORE EASY IN  NBA2K1!,9/15/2020,2:15:08,2:13,133,7962,164,23,2.06,0.29,,Gaming,Regular Video,False,https://i.ytimg.com/vi/WW90jwm_Wqw/hqdefault.jpg,Not Applicable
BQTWWHQgcgM,🔴#1 POST SCORER IN THE WORLD IN NBA2K21  COMP STAGE! NEW POST SCORER BUILD! NBA 2K21 lIVE STREAM🔴,9/14/2020,13:36:16,1:41:08,6068,26866,970,19,3.61,0.07,,Gaming,Stream,True,https://i.ytimg.com/vi/BQTWWHQgcgM/hqdefault.jpg,Not Applicable
ExL1KOo7Qzw,HOW TO GUARD POST HOOK CHEESE/POSTSCORER TUTORIAL W/ CONTROLLER CAM 🔒! NBA 2K21,9/14/2020,3:30:16,4:26,266,17443,326,64,1.87,0.37,,Gaming,Regular Video,False,https://i.ytimg.com/vi/ExL1KOo7Qzw/hqdefault.jpg,Not Applicable
BUysl7ZJj-I,THIS GUARD FOUND A WAY TO BEAT POSTSCORERS/CENTERS ON THE 1s COURT! GUARD ARE TAKING OVER IN NBAK21!,9/14/2020,2:35:35,8:02,482,4196,137,74,3.27,1.76,,Gaming,Regular Video,False,https://i.ytimg.com/vi/BUysl7ZJj-I/hqdefault.jpg,Not Applicable
VKUSrotXwi0,🟢WINNING BOOT CAMP LIVE NBA 2k21 LIVE STREAM! 75 OVERALL  OFFENSIVE THREAT NBA 2k EVENT🟢,9/13/2020,13:21:16,1:38:13,5893,6371,212,11,3.33,0.17,['AMP'],Gaming,Stream,True,https://i.ytimg.com/vi/VKUSrotXwi0/hqdefault.jpg,Not Applicable
N5nOyyT-xQ4,HOW TO QUICK STOP ON A POSTSCORER/CENTERS IN NBA 2K21! BEST SPEED BOOST ANIMATION ON A POST SCORER !,9/13/2020,3:10:06,1:16,76,5765,128,20,2.22,0.35,,Gaming,Regular Video,False,https://i.ytimg.com/vi/N5nOyyT-xQ4/hqdefault.jpg,Not Applicable
3DXHSRZYhdg,WHY POSTSCORERS IS THE MOST TOXIC BUILD IN NBA 2K21! TRASH TALKERS GET EXPOSED BY A POSTSCORER!,9/13/2020,2:40:30,5:54,354,4197,105,49,2.5,1.17,,Gaming,Regular Video,False,https://i.ytimg.com/vi/3DXHSRZYhdg/hqdefault.jpg,Not Applicable
Pl4Gy9BIssY,trolling zoom classes😂😂,9/12/2020,6:46:39,1:19:52,4792,16335,419,27,2.57,0.17,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/Pl4Gy9BIssY/hqdefault.jpg,Not Applicable
N-V64d6iAIg,BEST OLDHEAD SLASHER VS THE BEST POSTSCORER! COMP STAGE 1v1 GAMEPLAY IN NBA 2K21,9/11/2020,20:26:55,6:15,375,5717,98,19,1.71,0.33,,Gaming,Regular Video,False,https://i.ytimg.com/vi/N-V64d6iAIg/hqdefault.jpg,Not Applicable
IJ48gp0avwU,#1 POSTSCORER 🔴STREAKING UP IN NBA 2K21🎮IN THE COMP STAGE + BEST BUILD 🔴,9/11/2020,14:04:12,1:39:29,5969,7815,252,19,3.22,0.24,,Gaming,Stream,True,https://i.ytimg.com/vi/IJ48gp0avwU/hqdefault.jpg,Not Applicable
chaRRfjfxWA,PATCH POST HOOKS IN NBA 2K21! POST HOOK ARE BROKEN IN NBA 2K21!,9/11/2020,3:01:02,4:18,258,6038,112,40,1.85,0.66,,Gaming,Regular Video,False,https://i.ytimg.com/vi/chaRRfjfxWA/hqdefault.jpg,Not Applicable
pDfX4tvS9d8,#1 POSTSCORER⚫STREAKING UP ON THE 2S IN NBA 2K21🔴+BEST BUILD IN COMP STAGE⚫🎮,9/10/2020,13:55:44,1:33:28,5608,11528,282,19,2.45,0.16,,Gaming,Stream,True,https://i.ytimg.com/vi/pDfX4tvS9d8/hqdefault.jpg,Not Applicable
2QJQjMWPbKg,GUARD TAKES NO SKILL IN NBA 2K21 COMP STAGE *FADE*  ! BEST POSTSCORER PLAYS 99 PLAYSHOT IN NBA2K21!,9/10/2020,3:05:28,8:01,481,6274,133,47,2.12,0.75,,Gaming,Regular Video,False,https://i.ytimg.com/vi/2QJQjMWPbKg/hqdefault.jpg,Not Applicable
_CzJrxaQvNc,🎮 #1 POSTSCORER GOING FOR 100 GAME WIN STREAK🔴ADD XLOCKILNN TO JOIN⚫,9/9/2020,13:02:37,1:07:28,4048,7317,191,22,2.61,0.3,,Gaming,Stream,True,https://i.ytimg.com/vi/_CzJrxaQvNc/hqdefault.jpg,Not Applicable
K6w2dMfvl_M,OP BADGE DROPSTEP TAKES NO SKILL! BEST POSTSCORER IN NBA 2K21 GETS PRESSED? COMP STAGE 1v1 GAMEPLAY!,9/9/2020,2:35:16,9:17,557,12548,206,36,1.64,0.29,,Gaming,Regular Video,False,https://i.ytimg.com/vi/K6w2dMfvl_M/hqdefault.jpg,Not Applicable
TOWLq0JDrAg,COMP STAGE GAMEPLAY ON 1v1 COURT IN NBA 2K21! BEST POSTSCORER IN NBS 2K21!,9/8/2020,1:15:00,8:44,524,4985,108,20,2.17,0.4,,Gaming,Regular Video,False,https://i.ytimg.com/vi/TOWLq0JDrAg/hqdefault.jpg,Not Applicable
vtnXsIrZ6CY,HOW TO BECOME A COMP POSTSCORER IN NBA 2K21! BEST POST HOOK! *HANDCAM* + BEST POSTSCORER ANIMATIONS!,9/8/2020,0:10:12,8:03,483,55222,1272,70,2.3,0.13,,Gaming,Regular Video,False,https://i.ytimg.com/vi/vtnXsIrZ6CY/hqdefault.jpg,Not Applicable
2YipwJ7TCKc,#1 POST SCORER⚫ ADD XLOCKILNN TO JOIN 🔴GOING FOR 100 GAME WIN STREAK🔴,9/7/2020,22:12:41,2:50:10,10210,6812,177,18,2.6,0.26,,Gaming,Stream,True,https://i.ytimg.com/vi/2YipwJ7TCKc/hqdefault.jpg,Not Applicable
SVgzFcd4dSA,*BEST* SHOOTING BADGE METHOD FOR POSTSCORERS/CENTERS  IN NBA 2K21! MAX SHOOTING BADGES IN 1 GMAE!,9/7/2020,3:16:27,2:02,122,4197,122,34,2.91,0.81,,Gaming,Regular Video,False,https://i.ytimg.com/vi/SVgzFcd4dSA/hqdefault.jpg,Not Applicable
MFamz4F3hNY,COMP STAGE GAMEPLAY ON 1v1 COURT! BEST POSTSCORER ON NBA 2K21!,9/7/2020,3:14:49,8:02,482,9224,154,34,1.67,0.37,,Gaming,Regular Video,False,https://i.ytimg.com/vi/MFamz4F3hNY/hqdefault.jpg,Not Applicable
an2k4cRqtG8,🔴#1 POST SCORER IN THE WORLD IN NBA2K21  COMP STAGE! NEW POST SCORER BUILD! NBA 2K21 lIVE STREAM🔴,9/7/2020,2:22:56,2:27:49,8869,34213,738,48,2.16,0.14,,Gaming,Stream,True,https://i.ytimg.com/vi/an2k4cRqtG8/hqdefault.jpg,Not Applicable
woth2ncyX58,POSTHOOKS ARE NOT PATCHED IN NBA2k21! TUTORIAL ON HOW TO MAKE EVREY POSTHOOKS IN NBA 2k21!,9/6/2020,19:20:46,4:34,274,4211,95,31,2.26,0.74,,Gaming,Regular Video,False,https://i.ytimg.com/vi/woth2ncyX58/hqdefault.jpg,Not Applicable
RObWPCQIuQM,*BEST* JUMPSHOT FOR POSTSCORERS IN NBA 2K21! NEVER MISS POST FADES/JUMPSHOT EVER!,9/6/2020,5:09:10,1:29,89,10645,212,18,1.99,0.17,,Gaming,Regular Video,False,https://i.ytimg.com/vi/RObWPCQIuQM/hqdefault.jpg,Not Applicable
vGz2bfA-7Vo,🔴PLAYING NBA 2k21🔴 NEW NEIGHBORHOOD LIVE STREAM🔴BEST POSTSCORER IN STAGE🔴,9/5/2020,18:40:39,1:45:33,6333,7744,192,17,2.48,0.22,,Gaming,Stream,True,https://i.ytimg.com/vi/vGz2bfA-7Vo/hqdefault.jpg,Not Applicable
d3KSfj62ebg,THE TOXIC POST LOCK LINEUP IS BACK IN NBA2K21! POSTSCORER ARE OFFFICALY BACK IN NBA2K21! #WERETURN!,9/5/2020,6:34:59,8:03,483,4636,120,27,2.59,0.58,,Gaming,Regular Video,False,https://i.ytimg.com/vi/d3KSfj62ebg/hqdefault.jpg,Not Applicable
9Ayxm6qqDzg,*NEW* BEST FINISHING BADGE METHOD FOR POSTSCORERS/CENTERS IN NBA2k21! NEW BADGE METHOD GLITCH!,9/5/2020,3:09:07,1:45,105,23506,545,25,2.32,0.11,,Gaming,Regular Video,False,https://i.ytimg.com/vi/9Ayxm6qqDzg/hqdefault.jpg,Not Applicable
jcm1cS4i8ao,*NEW* AILIEN COMP FACE CREATION IN NBA 2K21! NEW BEST CHEESY FACE IN NBA2k21!,9/4/2020,7:24:53,1:58,118,24357,613,23,2.52,0.09,,Gaming,Regular Video,False,https://i.ytimg.com/vi/jcm1cS4i8ao/hqdefault.jpg,Not Applicable
7nMUuP3TtMI,POSTSCORERS IN NBA 2k21..........💔,9/4/2020,7:07:13,8:01,481,8020,186,41,2.32,0.51,,Gaming,Regular Video,False,https://i.ytimg.com/vi/7nMUuP3TtMI/hqdefault.jpg,Not Applicable
nPHtnpu8uYw,MY LAST POSTSCORER VIDEO...........,9/2/2020,2:35:41,6:52,412,23900,328,51,1.37,0.21,,Misc,Regular Video,False,https://i.ytimg.com/vi/nPHtnpu8uYw/hqdefault.jpg,Not Applicable
5ms3q42AH14,THE DIFFERENCE BETWEEN SKILL AND NO SKILL IN NBA 2k20! PROOF NOBODY WANTS TO SHOWS!,9/1/2020,2:35:03,8:01,481,4204,135,63,3.21,1.5,,Gaming,Regular Video,False,https://i.ytimg.com/vi/5ms3q42AH14/hqdefault.jpg,Not Applicable
jCqb9h39ygo,LEGEND GETS MAD BECAUSE HES PLAYING THE GAME IN AUGUST! BEST COMP GUARD MAKE LEGEND RAGE IN NBA2k20!,8/31/2020,2:50:14,4:45,285,68253,1880,143,2.75,0.21,,Gaming,Regular Video,False,https://i.ytimg.com/vi/jCqb9h39ygo/hqdefault.jpg,Not Applicable
wDGeC93ae-4,2k20 COMP STAGE GAMEPLAY! ANY THING CAN HAPPEN IN COMP STAGE *INTENSE*,8/30/2020,3:51:18,14:59,899,7286,142,23,1.95,0.32,,Gaming,Regular Video,False,https://i.ytimg.com/vi/wDGeC93ae-4/hqdefault.jpg,Not Applicable
ifg802gML0o,SAD TRUTH WHY POSTSCORERS ARE GETTING PATCHED IN NBA2K21! VIDEO *PROOF*  NEVER SEEN BEFORE FOOTAGE!,8/28/2020,2:18:01,8:02,482,34218,333,23,0.97,0.07,,Gaming,Regular Video,False,https://i.ytimg.com/vi/ifg802gML0o/hqdefault.jpg,Not Applicable
DRF6KmlwrzY,TOP 3 BEST POST SCORER BUILDS FOR NBA 2K21 ON THE 1s COURT! BEST BUILD FOR COMP STAGE 1s!,8/27/2020,2:01:48,3:08,188,4973,89,22,1.79,0.44,,Gaming,Regular Video,False,https://i.ytimg.com/vi/DRF6KmlwrzY/hqdefault.jpg,Not Applicable
MKEz2ejIzPk,HOW TO DO POST HOOKS IN NBA2K21! POST HOOKS ARE PATCHED!?,8/26/2020,2:02:37,3:44,224,7996,113,29,1.41,0.36,,Gaming,Regular Video,False,https://i.ytimg.com/vi/MKEz2ejIzPk/hqdefault.jpg,Not Applicable
cWLrFg6U62M,BEST STRETCH GLASS CLEANER BUILD IN NBA2K21! THE SHOOTING LOCKS ARE BACK!,8/25/2020,3:05:49,2:25,145,19730,279,40,1.41,0.2,,Gaming,Regular Video,False,https://i.ytimg.com/vi/cWLrFg6U62M/hqdefault.jpg,Not Applicable
Sh-84JtBCyo,POSTHOOKS ARE PATCHED IN NBA2k21 *PROOF* SHOWN! NO MORE TOXIC POSTSCORERS IN NBA 2k21!,8/25/2020,1:58:53,1:40,100,8642,155,0,1.79,0.0,,Gaming,Regular Video,False,https://i.ytimg.com/vi/Sh-84JtBCyo/hqdefault.jpg,Not Applicable
8bl7BlZzyK0,BEST POSTSCORER BUILD IN NBA2K21! POST HOOKS AR BACK IN NBA2K21!,8/24/2020,23:58:36,3:46,226,6240,126,26,2.02,0.42,,Gaming,Regular Video,False,https://i.ytimg.com/vi/8bl7BlZzyK0/hqdefault.jpg,Not Applicable
wpdGAkCRtjQ,2K20 COMP STAGE GAMEPLAY! NEVER TRUST RANDOMS IN COMP STAGE IN NBA2K20!,8/24/2020,0:35:21,8:07,487,4200,139,61,3.31,1.45,,Gaming,Regular Video,False,https://i.ytimg.com/vi/wpdGAkCRtjQ/hqdefault.jpg,Not Applicable
uY8Y1QUIGr8,🔴BEAT ME YOU GET CASHAPP $$$🔴 #1 POST SCORER IN THE WORLD🔴NBA 2k20 LIVE STREAM🔴,8/22/2020,13:07:33,1:35:28,5728,5960,213,33,3.57,0.55,,Gaming,Stream,True,https://i.ytimg.com/vi/uY8Y1QUIGr8/hqdefault.jpg,Not Applicable
bpqH8aO2JrM,2K20 COMP STAGE GAMEPLAY! WHY LEGEND LOCK TAKES NO SKILL!COMP STAGE TAKES NO SKILL!,8/22/2020,3:33:48,8:19,499,4199,101,35,2.41,0.83,,Gaming,Regular Video,False,https://i.ytimg.com/vi/bpqH8aO2JrM/hqdefault.jpg,Not Applicable
3DxXxBwUDeA,BEST PAINT BEAST TO PLAY POSTSCORER! STREAMER WAGERED ME AND GOT INTENSE! COMPSTAGE GAMEPLAYNBA2k20!,8/21/2020,4:45:11,8:56,536,14917,192,21,1.29,0.14,,Gaming,Regular Video,False,https://i.ytimg.com/vi/3DxXxBwUDeA/hqdefault.jpg,Not Applicable
LYsYr8q_wZM,MOM COMES IN ON A 500$ WAGER! BEST POSTSCORER ON LEGEND GUARD! BEST POSTSCORER GUARD!,8/20/2020,4:51:36,8:01,481,30206,580,55,1.92,0.18,,Misc,Regular Video,False,https://i.ytimg.com/vi/LYsYr8q_wZM/hqdefault.jpg,Not Applicable
r-0KVMgG6jY,FUNNY RAGE COMPILATION😡 NBA 2k20 IS TERRIBLE!,8/19/2020,2:59:35,2:05,125,17846,400,46,2.24,0.26,,Gaming,Regular Video,False,https://i.ytimg.com/vi/r-0KVMgG6jY/hqdefault.jpg,Not Applicable
n-8J2FJu3Do,MY WORST GAMING SETUP TOUR👾+ ROOM TOUR🛌,8/18/2020,2:26:57,2:11,131,202632,5347,396,2.64,0.2,,Gaming,Regular Video,False,https://i.ytimg.com/vi/n-8J2FJu3Do/hqdefault.jpg,Not Applicable
XkiaFcp5eD0,2k20 COMP STAGE GAMEPLAY! NEVER GIVE UP IN COMP STAGE 10k NBA2k20!,8/17/2020,4:59:34,9:10,550,9265,206,55,2.22,0.59,,Gaming,Regular Video,False,https://i.ytimg.com/vi/XkiaFcp5eD0/hqdefault.jpg,Not Applicable
UjuJH4I2ZjA,WINNING COMP STAGE WITH THE WORST LOCK EVER! NBA2K20 COMP STAGE GAMEPLAY!,8/16/2020,3:35:55,8:05,485,4201,128,51,3.05,1.21,,Gaming,Regular Video,False,https://i.ytimg.com/vi/UjuJH4I2ZjA/hqdefault.jpg,Not Applicable
Q1U0gQOoQNw,GUARD TAKES NO SKILL! BEST POSTSCORER SCORER WINS 200 FOW A WAGER IN NBA 2k20!,8/15/2020,3:14:05,8:02,482,6040,139,47,2.3,0.78,,Gaming,Regular Video,False,https://i.ytimg.com/vi/Q1U0gQOoQNw/hqdefault.jpg,Not Applicable
v-bSNLULbsU,INTERIOR FINISHER VS INTERIOR FORCE! WHICH ONE IS THE BETTER BUILD IN NBA2k20!,8/14/2020,3:52:32,8:01,481,6828,161,24,2.36,0.35,,Gaming,Regular Video,False,https://i.ytimg.com/vi/v-bSNLULbsU/hqdefault.jpg,Brazil
JPLwt38uyM4,COMP STAGE HATES POSTSCORER! POSTSCORER GETS SOLD BY NBA 2k20!,8/13/2020,2:24:33,9:58,598,4279,107,25,2.5,0.58,,Gaming,Regular Video,False,https://i.ytimg.com/vi/JPLwt38uyM4/hqdefault.jpg,Not Applicable
TIYO6KCGDys,BEST POSTSCORER PLAYS THE MOST TOXIC LINEUP IN COMP STAGE IN NBA 2k20! *FUNNY RAGE REACTION*,8/12/2020,3:42:56,8:01,481,28521,286,35,1.0,0.12,,Gaming,Regular Video,False,https://i.ytimg.com/vi/TIYO6KCGDys/hqdefault.jpg,Not Applicable
zsWOgx81S_E,NO POINT OF POSTSCORERS ANYMORE! GLASS LOCKS CAN PLAY JUST LIKE POSTSCORERS!,8/10/2020,3:33:36,8:02,482,4286,126,37,2.94,0.86,,Gaming,Regular Video,False,https://i.ytimg.com/vi/zsWOgx81S_E/hqdefault.jpg,Not Applicable
EI7J8CYiRZk,ISHOWSPEED VS EXOTICBRYCE $200 WAGER BO5! BEST POSTSCORERS GO HEAD TO HEAD IN NBA 2K20!,8/9/2020,20:42:09,35:12:00,2112,4685,107,27,2.28,0.58,,Gaming,Regular Video,False,https://i.ytimg.com/vi/EI7J8CYiRZk/hqdefault.jpg,Not Applicable
1YaekISlwAs,RANDOM SOLD THE BEST POSTSCORER IN NBA 2k20! WHY RANDOMS ALWAYS WANNA PLAY WITH POSTSCORERS!,8/8/2020,3:58:40,8:02,482,5517,138,25,2.5,0.45,,Gaming,Regular Video,False,https://i.ytimg.com/vi/1YaekISlwAs/hqdefault.jpg,Not Applicable
-cvU7Of-1xE,I GOT SCAMMED FOR 500$ BECAUSE IM THE BEST POSTSCORER! NEVER RUN A POSTSCORER FOR A WAGER!,8/7/2020,3:47:18,12:37,757,47951,482,92,1.01,0.19,,Misc,Regular Video,False,https://i.ytimg.com/vi/-cvU7Of-1xE/hqdefault.jpg,Not Applicable
m10KQ5pbFrI,99 TENDENCY VS THE BEST POSTSCORER IN NBA 2k20 COMP STAGE! TAKES NO SKILL WHEN YOU HAVE TENDENCIES!,8/6/2020,2:43:56,8:03,483,4323,102,61,2.36,1.41,,Gaming,Regular Video,False,https://i.ytimg.com/vi/m10KQ5pbFrI/hqdefault.jpg,Not Applicable
dfU09_NmjVA,BEST BIG BUILD FOR BOOT CAMP IN AUGUST! 100k MY POINTS PER GAME! HOW TO WIN BOOT CAMP IN NBA2k20!,8/5/2020,6:19:01,2:22,142,4511,93,27,2.06,0.6,['AMP'],Gaming,Regular Video,False,https://i.ytimg.com/vi/dfU09_NmjVA/hqdefault.jpg,Not Applicable
FciEeB5ZGAk,LEGEND POSTSCORER ExoticBryce PULLED UP ON THE BEST POSTSCORER! COMP 1v1 GAMEPLAY IN NBA2k20!,8/5/2020,2:39:45,8:01,481,4553,102,48,2.24,1.05,,Gaming,Regular Video,False,https://i.ytimg.com/vi/FciEeB5ZGAk/hqdefault.jpg,Not Applicable
c1gKTlpmI68,LOST 300$ BECAUSE I USED THE WORST  JUMPSHOT STEPHEN CURRY! STEPH CURRY IS THE WORST-NON COU JUMPER!,8/4/2020,3:58:45,10:02,602,46054,415,54,0.9,0.12,,Misc,Regular Video,False,https://i.ytimg.com/vi/c1gKTlpmI68/hqdefault.jpg,Not Applicable
1comJ9tUyYc,LEGEND POSTSCORER CHALLENGED THE BEST POSTSCORER TO 250 POT! COMP POSTSCORER GAMEPLAY IN NBA 2K20!,8/3/2020,4:05:39,10:01,601,41102,427,58,1.04,0.14,,Gaming,Regular Video,False,https://i.ytimg.com/vi/1comJ9tUyYc/hqdefault.jpg,Not Applicable
Ana2SwcGnlQ,BEST POSTSCORER LOSES ALL HIS VC TO A OLD HEAD IN NBA2K20! NEVER UNDER ESTIMATE A OPD HEAD IN 2K20!,8/2/2020,3:00:49,10:01,601,5948,109,24,1.83,0.4,,Gaming,Regular Video,False,https://i.ytimg.com/vi/Ana2SwcGnlQ/hqdefault.jpg,Not Applicable
Kjx4FtEe0Sw,POSTSCORERS ARE CANCELD FOR THE REST OF THE YEAR IN STAGE! BEST POSTSCORER LOOSES TO RANDOMS !,7/31/2020,3:37:22,11:36,696,4848,90,19,1.86,0.39,,Misc,Regular Video,False,https://i.ytimg.com/vi/Kjx4FtEe0Sw/hqdefault.jpg,Not Applicable
Kv_2yK7v0A4,*NEW* BEST CUSTOM JUMPSHOT IN NBA2K20 IN JULY/AUGUST (PATCH 14)! HIGHEST GREEN WINDOW *CONFIRMED* 2k,7/30/2020,2:34:33,1:19,79,5610,112,21,2.0,0.37,,Gaming,Regular Video,False,https://i.ytimg.com/vi/Kv_2yK7v0A4/hqdefault.jpg,Not Applicable
XcgSBI2SVfA,OLD HEAD FROM THE BRONX GETS MAD BECAUSE IM A POSTSCORER IN NBA 2K20!,7/29/2020,3:51:47,10:11,611,16655,314,43,1.89,0.26,,Gaming,Regular Video,False,https://i.ytimg.com/vi/XcgSBI2SVfA/hqdefault.jpg,Not Applicable
fbUvinpR0y4,“WHEN THEY SAY POSTSCORERS CANT PLAY GUARD”! BEST POSTSCORER DOMINATED ON GUARD IN NBA2k20!,7/28/2020,2:55:36,10:02,602,6013,107,28,1.78,0.47,,Gaming,Regular Video,False,https://i.ytimg.com/vi/fbUvinpR0y4/hqdefault.jpg,Not Applicable
c66C6pY6qpo,DROPPED TOXIC POSTSCORER OFF A 58 GAME WIN STREAK! BEST POSTSCORER DROPPS A HUGE WIN STREAK OFF!,7/27/2020,2:16:27,10:01,601,7759,181,0,2.33,0.0,,Gaming,Regular Video,False,https://i.ytimg.com/vi/c66C6pY6qpo/hqdefault.jpg,Not Applicable
